,Unnamed: 0,source_text,target_text,generated
1369,33020,They called for him in their way ; were all extremely amused ; and my brother asked him to dine with them the next day -- which he did -- and in the course of that visit ( as I understand ) he found an opportunity of speaking to Harriet ; and certainly did not speak,"in vain. -- She made him , by her acceptance , as happy even as he is deserving ."," to me, but rather to her and her sister."
1370,17676,"William , the eldest , a year older than herself , her constant companion and friend ; her advocate with her mother ( of whom",he was the darling ) in every distress ., she was the sole ) and her greatest admirer.
1371,11836,"Her niece was , therefore , obliged to submit , and they took their way towards the house on the opposite side of the river , in the nearest direction ; but their progress was slow , for Mr. Gardiner , though seldom able to indulge the taste , was very fond of fishing , and was so much engaged in watching the occasional","appearance of some trout in the water , and talking to the man about them , that he advanced but little .",", that he could not help wishing to take a walk in the direction of"
1372,18330,"She has not been out on horseback now this long while , and I am persuaded that , when she does","not ride , she ought to walk .",", she will be out on horseback again."
1373,4339,"Whenever I fall into misfortune , how many jokes it ought to furnish to my acquaintance in general , or I shall",die dreadfully in their debt for entertainment .," be able to escape it all,! ''"
1374,18319,"It was shady enough in the alcove , but I declare I quite dreaded the coming home again. ” “ Fanny has been cutting roses , has she ? ” “ Yes ,",and I am afraid they will be the last this year .," I suppose, but I must not have sworn to do so."
1375,14927,"Winthrop , however , or its environs -- for young men are , sometimes to be met with , strolling about near home -- was their destination ; and after another half mile of gradual ascent through large enclosures , where the ploughs at work , and the fresh made path spoke the farmer counteracting the sweets of poetical despondence , and meaning to have spring again , they gained the summit of the most considerable hill ,","which parted Uppercross and Winthrop , and soon commanded a full view of the latter , at the foot of the hill on the other side ."," a steep incline which, in the absence of any inclination,"
1376,19995,What have you got on ? ” “ The new dress that my uncle was so good as to give,me on my cousin 's marriage ., me a new look!
1377,26742,"It was undoubtedly much better for Kitty to get over her infatuation for William Price , if she could succeed in doing so ; but the consequences to Georgiana were far more grave , and she suffered the more for realizing that Kitty had not , after all , so greatly valued the thing she had sought","after , the object which had become more and more precious to Georgiana than anything in the world .",", that she could not have imagined it, and that it was not a thing"
1378,9964,"And rising as she thus spoke , she would have quitted the room , had not Mr. Collins thus addressed her , '' When I do myself the honour of speaking to you next on this subject I shall hope to receive a more favourable answer than you have now given me ; though I am far from accusing you of cruelty at present , because I know it to be the established custom of your sex to reject a man on the first","application , and perhaps you have even now said as much to encourage my suit as would be consistent with the true delicacy of the female character . ''"," first occasion, and I am sure that it will be the most favourable answer to your"
